438; 1564944434.32; 13492; 13869; 13033; 13222
439; 1564944434.36; 13222; 13882; 13057; 13241
440; 1564944434.4; 13241; 13879; 13045; 13226
441; 1564944434.44; 13226; 13875; 13042; 13229
442; 1564944434.48; 13499; 13885; 13053; 13237
443; 1564944434.52; 13237; 13884; 13049; 13231
444; 1564944434.56; 13499; 13879; 13043; 13227
445; 1564944434.6; 13227; 13883; 13049; 13237
446; 1564944434.63; 13237; 13912; 13094; 13268
447; 1564944434.67; 13531; 13932; 13108; 13276
448; 1564944434.71; 13536; 13936; 13102; 13263
449; 1564944434.76; 13517; 13906; 13077; 13260
450; 1564944434.8; 13520; 13908; 13079; 13264
451; 1564944434.84; 13264; 13909; 13069; 13254
452; 1564944434.88; 13254; 13914; 13087; 13263
453; 1564944434.92; 13529; 13914; 13081; 13256
454; 1564944434.96; 13256; 13900; 13067; 13248
455; 1564944435.0; 13248; 13892; 13058; 13241
456; 1564944435.04; 13510; 13891; 13054; 13237
457; 1564944435.08; 13237; 13892; 13062; 13241
458; 1564944435.12; 13510; 13897; 13067; 13242
459; 1564944435.16; 13242; 13886; 13046; 13229
460; 1564944435.2; 13229; 13879; 13044; 13220
461; 1564944435.24; 13220; 13863; 13036; 13231
462; 1564944435.28; 13516; 13911; 13080; 13262
463; 1564944435.32; 13262; 13889; 13041; 13219
464; 1564944435.36; 13493; 13878; 13039; 13217
465; 1564944435.4; 13217; 13865; 13032; 13218
466; 1564944435.44; 13500; 13887; 13040; 13214
467; 1564944435.48; 13214; 13873; 13048; 13238
468; 1564944435.52; 13238; 13885; 13041; 13221
469; 1564944435.56; 13221; 13885; 13056; 13243
470; 1564944435.6; 13243; 13888; 13056; 13245
471; 1564944435.64; 13522; 13900; 13062; 13244
472; 1564944435.68; 13244; 13904; 13073; 13253
473; 1564944435.72; 13520; 13897; 13051; 13226
474; 1564944435.76; 13226; 13881; 13044; 13224
475; 1564944435.86; 13496; 13883; 13060; 13217
476; 1564944435.9; 13217; 13893; 13058; 13242
477; 1564944435.9; 13217; 13893; 13058; 13242
478; 1564944435.92; 13058; 13242; 13064; 13243
479; 1564944435.96; 13243; 13915; 13062; 13228
480; 1564944436.0; 13228; 13878; 13037; 13213
481; 1564944436.04; 13213; 13872; 13036; 13217
482; 1564944436.08; 13217; 13880; 13037; 13210
483; 1564944436.12; 13210; 13865; 13025; 13203
484; 1564944436.16; 13203; 13853; 13012; 13194
485; 1564944436.2; 13467; 13848; 13008; 13193
486; 1564944436.24; 13459; 13854; 13021; 13201
487; 1564944436.28; 13201; 13854; 13024; 13209
488; 1564944436.32; 13475; 13855; 13019; 13204
489; 1564944436.36; 13469; 13858; 13020; 13202
490; 1564944436.4; 13202; 13850; 13014; 13196
491; 1564944436.44; 13196; 13842; 13010; 13196
492; 1564944436.48; 13469; 13861; 13021; 13195
493; 1564944436.52; 13195; 13846; 13013; 13192
494; 1564944436.56; 13461; 13848; 13008; 13188
495; 1564944436.6; 13188; 13845; 13003; 13183
496; 1564944436.64; 13449; 13838; 13009; 13197
497; 1564944436.68; 13197; 13848; 13014; 13198
498; 1564944436.72; 13468; 13863; 13040; 13227
499; 1564944436.76; 13492; 13884; 13044; 13227
500; 1564944436.8; 13227; 13877; 13043; 13224
501; 1564944436.84; 13491; 13877; 13043; 13223
502; 1564944436.88; 13489; 13881; 13046; 13221
503; 1564944436.92; 13221; 13867; 13033; 13220
504; 1564944436.96; 13496; 13889; 13053; 13229
505; 1564944437.0; 13229; 13874; 13028; 13197
506; 1564944437.04; 13197; 13845; 13019; 13206
507; 1564944437.08; 13480; 13869; 13032; 13208
508; 1564944437.12; 13208; 13855; 13019; 13206
509; 1564944437.16; 13480; 13861; 13029; 13219
510; 1564944437.2; 13219; 13875; 13043; 13222
511; 1564944437.24; 13491; 13875; 13041; 13217
512; 1564944437.28; 13217; 13867; 13035; 13212
513; 1564944437.32; 13485; 13865; 13027; 13206
514; 1564944437.36; 13206; 13861; 13034; 13215
515; 1564944437.4; 13485; 13873; 13041; 13219
516; 1564944437.44; 13482; 13868; 13034; 13221
517; 1564944437.48; 13488; 13877; 13037; 13211
518; 1564944437.51; 13211; 13858; 13042; 13228
519; 1564944437.55; 13504; 13906; 13087; 13252
520; 1564944437.59; 13509; 13902; 13071; 13232
521; 1564944437.63; 13488; 13882; 13049; 13210
522; 1564944437.67; 13476; 13882; 13058; 13222
523; 1564944437.71; 13491; 13898; 13072; 13229
524; 1564944437.75; 13488; 13894; 13068; 13228
